UpdateCount,WinRate
1,100.000000
2,50.000000
3,66.666667
4,75.000000
5,60.000000
6,60.000000
7,66.666667
8,57.142857
9,50.000000
10,44.444444
11,40.000000
12,36.363636
13,33.333333
14,30.769231
15,35.714286
16,35.714286
17,33.333333
18,33.333333
19,33.333333
20,31.250000
21,31.250000
22,31.250000
23,29.411765
24,27.777778
25,31.578947
26,30.000000
27,33.333333
28,31.818182
29,31.818182
30,31.818182
31,30.434783
32,33.333333
33,33.333333
34,33.333333
35,33.333333
36,32.000000
37,30.769231
38,30.769231
39,33.333333
40,33.333333
41,33.333333
42,33.333333
43,32.142857
44,34.482759
45,34.482759
46,36.666667
47,36.666667
48,38.709677
49,38.709677
50,37.500000
51,37.500000
52,37.500000
53,39.393939
54,39.393939
55,41.176471
56,41.176471
57,41.176471
58,40.000000
59,41.666667
60,41.666667
61,41.666667
62,43.243243
63,43.243243
64,42.105263
65,42.105263
66,41.025641
67,42.500000
68,42.500000
69,41.463415
70,42.857143
71,42.857143
72,41.860465
73,43.181818
74,42.222222
75,42.222222
76,41.304348
77,41.304348
78,42.553191
79,42.553191
80,42.553191
81,41.666667
82,41.666667
83,40.816327
84,40.816327
85,40.000000
86,40.000000
87,39.215686
88,40.384615
89,41.509434
90,41.509434
91,40.740741
92,40.740741
93,40.740741
94,40.000000
95,40.000000
96,40.000000
97,41.071429
98,41.071429
99,41.071429
100,41.071429
101,41.071429
102,40.350877
103,41.379310
104,41.379310
105,40.677966
106,40.677966
107,40.677966
108,40.000000
109,40.000000
110,39.344262
111,40.322581
112,40.322581
113,40.322581
114,39.682540
115,39.682540
116,39.062500
117,39.062500
118,40.000000
119,40.909091
120,40.909091
121,40.298507
122,40.298507
123,39.705882
124,40.579710
125,40.579710
126,40.579710
127,40.000000
128,39.436620
129,39.436620
130,39.436620
131,38.888889
132,39.726027
133,40.540541
134,41.333333
135,41.333333
136,40.789474
137,40.789474
138,41.558442
139,41.558442
140,41.025641
141,41.025641
142,40.506329
143,40.506329
144,41.250000
145,41.975309
146,41.463415
147,41.463415
148,41.463415
149,42.168675
150,42.168675
151,41.666667
152,41.666667
153,41.666667
154,42.352941
155,43.023256
156,43.678161
157,43.678161
158,43.181818
159,43.181818
160,43.820225
161,43.820225
162,43.820225
163,43.333333
164,43.333333
165,42.857143
166,42.857143
167,42.857143
168,43.478261
169,44.086022
170,44.680851
171,44.680851
172,45.263158
173,45.263158
174,44.791667
175,44.791667
176,45.360825
177,45.360825
178,45.360825
179,44.897959
180,44.897959
181,44.444444
182,44.444444
183,44.000000
184,44.554455
185,44.117647
186,43.689320
187,43.689320
188,44.230769
189,44.230769
190,43.809524
191,43.396226
192,43.925234
193,43.925234
194,43.518519
195,43.119266
196,43.119266
197,43.636364
198,44.144144
199,44.144144
200,44.144144
201,43.750000
202,43.750000
203,43.750000
204,43.750000
205,43.750000
206,43.362832
207,43.362832
208,43.859649
209,44.347826
210,44.347826
211,44.347826
212,43.965517
213,44.444444
214,44.444444
215,44.444444
216,44.444444
217,44.067797
218,44.537815
219,44.537815
220,44.166667
221,44.628099
222,45.081967
223,45.528455
224,45.528455
225,45.161290
226,45.161290
227,45.161290
228,45.161290
229,44.800000
230,44.800000
231,44.444444
232,44.444444
233,44.444444
234,44.881890
235,44.881890
236,45.312500
237,45.312500
238,45.736434
239,46.153846
240,45.801527
241,45.801527
242,46.212121
243,45.864662
244,45.864662
245,45.522388
246,45.925926
247,45.925926
248,46.323529
249,46.715328
250,47.101449
251,47.101449
252,46.762590
253,47.142857
254,47.142857
255,46.808511
256,46.808511
257,46.478873
258,46.853147
259,47.222222
260,47.586207
261,47.586207
262,47.945205
263,47.945205
264,47.945205
265,48.299320
266,47.972973
267,47.651007
268,48.000000
269,47.682119
270,47.368421
271,47.712418
272,48.051948
273,48.387097
274,48.717949
275,48.717949
276,48.717949
277,48.407643
278,48.407643
279,48.734177
280,48.734177
281,49.056604
282,48.750000
283,48.750000
284,48.447205
285,48.447205
286,48.765432
287,49.079755
288,49.079755
289,48.780488
290,48.484848
291,48.795181
292,48.795181
293,48.502994
294,48.214286
295,48.214286
296,48.520710
297,48.235294
298,48.235294
299,48.538012
300,48.837209
301,48.554913
302,48.850575
303,48.850575
304,48.571429
305,48.295455
306,48.295455
307,48.295455
308,48.022599
309,48.022599
310,47.752809
311,48.044693
312,48.044693
313,47.777778
314,48.066298
315,48.351648
316,48.087432
317,48.087432
318,48.369565
319,48.648649
320,48.648649
321,48.924731
322,48.924731
323,49.197861
324,48.936170
325,48.677249
326,48.677249
327,48.947368
328,48.691099
329,48.437500
330,48.704663
331,48.704663
332,48.704663
333,48.969072
334,48.969072
335,48.969072
336,48.969072
337,48.969072
338,48.717949
339,48.717949
340,48.469388
341,48.469388
342,48.469388
343,48.469388
344,48.223350
345,48.223350
346,48.484848
347,48.743719
348,48.743719
349,48.743719
350,48.500000
351,48.500000
352,48.756219
353,48.756219
354,48.514851
355,48.514851
356,48.275862
357,48.529412
358,48.529412
359,48.529412
360,48.292683
361,48.058252
362,47.826087
363,47.826087
364,47.826087
365,48.076923
366,48.325359
367,48.325359
368,48.571429
369,48.815166
370,49.056604
