UpdateCount,WinRate
1,100.000000
2,50.000000
3,33.333333
4,50.000000
5,40.000000
6,33.333333
7,28.571429
8,25.000000
9,33.333333
10,30.000000
11,27.272727
12,25.000000
13,30.769231
14,35.714286
15,33.333333
16,31.250000
17,29.411765
18,27.777778
19,26.315789
20,26.315789
21,25.000000
22,25.000000
23,28.571429
24,27.272727
25,30.434783
26,29.166667
27,32.000000
28,34.615385
29,33.333333
30,33.333333
31,32.142857
32,32.142857
33,31.034483
34,33.333333
35,32.258065
36,32.258065
37,32.258065
38,31.250000
39,31.250000
40,33.333333
41,33.333333
42,35.294118
43,37.142857
44,37.142857
45,37.142857
46,37.142857
47,36.111111
48,37.837838
49,39.473684
50,39.473684
51,39.473684
52,39.473684
53,38.461538
54,38.461538
55,38.461538
56,37.500000
57,37.500000
58,37.500000
59,36.585366
60,36.585366
61,36.585366
62,35.714286
63,37.209302
64,37.209302
65,37.209302
66,36.363636
67,36.363636
68,35.555556
69,35.555556
70,35.555556
71,35.555556
72,34.782609
73,34.782609
74,34.782609
75,34.042553
76,34.042553
77,33.333333
78,33.333333
79,33.333333
80,32.653061
81,32.653061
82,32.000000
83,32.000000
84,32.000000
85,31.372549
86,32.692308
87,32.075472
88,31.481481
89,31.481481
90,32.727273
91,32.727273
92,32.727273
93,33.928571
94,33.928571
95,33.333333
96,34.482759
97,35.593220
98,35.000000
99,35.000000
100,34.426230
101,35.483871
102,35.483871
103,34.920635
104,34.920635
105,34.920635
106,34.375000
107,34.375000
108,34.375000
109,33.846154
110,33.846154
111,33.333333
112,33.333333
113,33.333333
114,32.835821
115,32.835821
116,32.835821
117,32.835821
118,32.352941
119,32.352941
120,32.352941
121,31.884058
122,32.857143
123,32.857143
124,32.394366
125,32.394366
126,33.333333
127,33.333333
128,33.333333
129,33.333333
130,33.333333
131,33.333333
132,34.246575
133,34.246575
134,35.135135
135,35.135135
136,35.135135
137,34.666667
138,34.666667
139,34.210526
140,34.210526
141,33.766234
142,33.766234
143,33.766234
144,33.333333
145,33.333333
146,32.911392
147,32.911392
148,32.500000
149,32.500000
150,33.333333
151,33.333333
152,33.333333
153,33.333333
154,32.926829
155,32.926829
156,32.530120
157,32.530120
158,32.530120
159,32.530120
160,32.142857
161,32.142857
162,31.764706
163,31.764706
164,31.764706
165,31.764706
166,31.395349
167,31.395349
168,31.395349
169,31.395349
170,31.034483
171,31.034483
172,31.034483
173,31.034483
174,30.681818
175,30.681818
176,30.337079
177,30.337079
178,30.000000
179,30.000000
180,29.670330
181,29.347826
182,30.107527
183,30.107527
184,30.107527
185,29.787234
186,29.787234
187,29.473684
188,29.473684
189,29.473684
190,29.473684
191,30.208333
192,30.208333
193,30.208333
194,30.208333
195,29.896907
196,29.896907
197,29.896907
198,29.896907
199,30.612245
200,31.313131
201,32.000000
202,32.000000
203,32.673267
204,33.333333
205,33.980583
206,33.980583
207,33.653846
208,33.653846
209,33.333333
210,33.333333
211,33.018868
212,33.018868
213,33.018868
214,32.710280
215,32.710280
216,32.710280
217,32.710280
218,32.407407
219,32.407407
220,32.407407
221,32.110092
222,32.727273
223,32.727273
224,33.333333
225,33.333333
226,33.333333
227,33.333333
228,33.035714
229,33.035714
230,33.035714
231,32.743363
232,33.333333
233,33.333333
234,33.913043
235,33.913043
236,33.620690
237,33.620690
238,33.620690
239,33.620690
240,33.333333
241,33.333333
242,33.333333
243,33.333333
244,33.333333
245,33.050847
246,33.050847
247,33.050847
248,33.050847
249,32.773109
250,33.333333
251,33.333333
252,33.333333
253,33.333333
254,33.057851
255,33.057851
256,33.057851
257,32.786885
258,32.786885
259,32.786885
260,32.786885
261,32.520325
262,32.520325
263,32.258065
264,32.258065
265,32.000000
266,32.000000
267,31.746032
268,31.746032
269,31.746032
270,31.746032
271,31.496063
272,31.496063
273,31.250000
274,31.782946
275,32.307692
276,32.824427
277,32.824427
278,32.575758
279,32.575758
280,32.575758
281,32.330827
282,32.330827
283,32.089552
284,32.592593
285,32.592593
286,32.592593
287,33.088235
288,33.088235
289,33.088235
290,32.846715
291,33.333333
292,33.333333
293,33.333333
294,33.093525
295,33.093525
296,33.571429
297,34.042553
298,34.042553
299,33.802817
300,33.802817
301,34.265734
302,34.265734
303,34.722222
304,35.172414
305,35.172414
306,34.931507
307,34.931507
308,35.374150
309,35.374150
310,35.374150
311,35.135135
312,35.135135
313,34.899329
314,34.899329
315,34.899329
316,34.666667
317,34.666667
318,34.666667
319,34.437086
320,34.437086
321,34.437086
322,34.210526
323,34.210526
324,34.640523
325,35.064935
326,34.838710
327,34.838710
328,34.838710
329,34.838710
330,34.615385
331,35.031847
332,35.031847
333,35.031847
334,34.810127
335,34.810127
336,35.220126
337,35.220126
338,35.000000
339,35.000000
340,34.782609
341,34.782609
342,34.782609
343,34.567901
344,34.567901
345,34.567901
346,34.567901
347,34.969325
348,35.365854
349,35.757576
350,35.757576
351,35.542169
352,35.542169
353,35.542169
354,35.542169
355,35.329341
356,35.329341
357,35.329341
358,35.119048
359,35.119048
360,35.119048
361,34.911243
362,35.294118
363,35.294118
364,35.087719
365,35.087719
366,35.087719
367,34.883721
368,34.682081
369,34.682081
370,34.682081
